Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_NG_ccs90,NENGREST_NG_ccs90,NENG_CT_NG_ccs100,NENG_ME_NG_ccs100,NENGREST_NG_ccs100,None
274,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
275,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
276,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
277,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
278,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
279,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
280,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
281,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
282,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
283,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
284,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
285,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
286,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
287,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
288,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
289,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
290,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
291,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
292,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
293,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
294,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
295,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
296,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
297,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
298,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
299,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
300,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
301,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
302,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
303,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
304,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
305,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
306,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
307,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
308,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
309,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
310,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
311,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
312,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
313,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
314,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
315,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
316,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
317,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
318,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
319,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
320,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
321,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
322,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
323,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
324,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
325,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
326,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
327,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
328,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
329,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
330,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
331,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
332,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
333,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
334,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
335,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
336,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
337,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
338,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
339,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
340,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
341,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
342,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
343,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
344,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
345,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
346,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
347,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
348,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
349,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
350,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
351,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
352,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
353,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
354,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
355,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
356,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
357,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
358,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
359,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
360,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
361,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
362,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
363,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
364,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
365,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
366,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
367,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
368,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
369,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
370,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
371,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
372,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
373,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
374,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
375,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
376,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
377,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
378,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
379,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
380,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
381,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
382,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
383,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
384,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
385,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
386,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
387,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
388,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
389,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
390,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
391,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
392,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
393,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
394,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
395,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
396,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
397,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
398,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
399,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
400,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
401,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
402,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
403,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
404,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
405,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
406,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
407,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
408,5.45,5.45,5.28,1.67,0.69,5.45,5.45,5.28,4.02,4.02,3.85,0.0
409,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
410,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
411,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
412,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
413,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
414,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
415,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
416,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
417,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
418,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
419,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
420,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
421,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
422,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
423,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
424,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
425,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
426,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
427,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
428,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
429,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
430,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
431,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
432,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
433,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
434,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
435,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
436,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
437,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
438,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
439,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
440,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
441,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
442,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
443,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
444,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
445,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
446,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
447,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
448,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
449,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
450,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
451,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
452,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
453,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
454,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
455,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
456,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
457,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
458,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
459,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
460,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
461,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
462,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
463,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
464,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
465,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
466,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
467,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
468,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
469,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
470,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
471,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
472,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
473,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
474,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
475,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
476,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
477,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
478,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
479,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
480,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
481,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
482,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
483,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
484,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
485,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
486,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
487,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
488,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
489,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
490,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
491,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
492,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
493,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
494,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
495,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
496,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
497,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
498,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
499,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
500,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
501,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
502,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
503,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
504,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
505,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
506,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
507,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
508,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
509,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
510,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
511,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
512,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
513,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
514,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
515,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
516,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
517,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
518,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
519,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
520,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
521,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
522,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
523,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
524,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
525,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
526,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
527,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
528,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
529,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
530,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
531,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
532,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
533,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
534,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
535,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
536,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
537,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
538,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
539,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
540,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
541,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
542,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
543,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
544,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
545,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
546,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
547,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
548,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
549,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
550,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
